date,r_GC=F,r_HD,r_CL=F,r_DAL,r_EURUSD=X,r_SIEGY,r_GS,r_CRM,r_KO,r_JNJ,r_NEE,r_VZ,r_PG,r_AAPL,r_MSFT,r_AMZN,r_GOOGL,r_META,r_NVDA,r_XOM,r_JPM,r_WMT,r_DIS,r_PEP,r_UNH,r_MA,r_V,r_T,VIX_t+1
2023-01-04,0.00712077947705847,0.012092191873281477,-0.05316526648980113,0.05458446684245333,-0.012255395598315344,0.03320345508136424,0.004274798963246562,0.03568763592359869,-0.0004766364147263946,0.010887225091211317,0.007872872948487375,0.025174646132487544,0.004353897815891017,0.010314236574628932,-0.0437432253228498,-0.007923564525679994,-0.011669678579238618,0.02108400673684252,0.03031777808328151,0.0029105295488538463,0.009325128816533024,0.001114155131391792,0.033831664475898915,-0.0024525914963680062,-0.02726372207338723,0.024077320153129023,0.025170027546006946,0.02134455436014071,1
2023-01-05,-0.00971502565070892,-0.013323917668726537,0.01139486371202536,0.02442575627335697,0.005642484981084106,-0.007824355724362797,-0.01133198912619815,-0.023282494826575628,-0.011443115176032803,-0.007383559352075353,-0.022014392788436088,0.013858192511466694,-0.012415071570828995,-0.01060471546572117,-0.029637725220742706,-0.023725589118479662,-0.02134427232023206,-0.0033760311756728667,-0.03281581117789012,0.022374042621178036,-0.0002216322617401012,-0.003408380429471669,-0.0006524050656951941,-0.01044861348642856,-0.028820761092484104,-0.009517051845935764,-0.007055436841186036,0.003657271634288417,0
2023-01-06,0.016023491149636415,0.006530134140469768,0.0013573839637102125,0.022708013860673004,-0.007933674891517195,0.02436267628632205,0.012567266305464564,0.030585469593565007,0.01929255835434529,0.008109628727204887,0.012344220720678756,0.011750806567959904,0.02381270546670411,0.0367944240915421,0.011785435606501249,0.035611152390083056,0.01322507940592721,0.024263278443439562,0.0416404993228372,0.012086825290908543,0.019135357021305976,0.02449924507970902,0.02175812192872595,0.02258605039827688,8.16891856521007e-05,0.046896496652810704,0.031453062497062145,0.01665820708151,1
2023-01-09,0.004559596729233117,0.0008814965262997632,0.011657864301019893,0.020538542934578574,0.012745001629152375,0.015122408401408771,0.01413446550833819,0.046900626633503695,-0.012460471295532516,-0.025908471661220234,0.005020828013198253,-0.004020661951315119,-0.012214257323744593,0.004088697665889152,0.009736446983232172,0.01486987397850048,0.007785790515906443,-0.004230234026699309,0.05175319472582718,-0.018637426479691577,-0.004132143205742067,-0.01246768110355001,0.00905015475974924,-0.009773637620831943,0.00012249042981005154,0.008975351218607708,0.0039035882351838858,-0.011012076062415499,0
2023-01-10,-0.0005873741734490068,0.008873211086416033,0.0065657980865276855,0.035898881633549706,0.007212636696105612,0.011646792558288155,0.012351347161714488,0.0023112152294120225,-0.00766651523650308,-0.002391996989716705,0.005590699194431892,0.014019968017101148,-0.0009867000229411005,0.004456359148370392,0.007617063784628009,0.028731709234134817,0.004544334832138119,0.02718782197106151,0.017980570510976346,0.014934949286303123,0.008953962642916258,-0.0006209112925610327,0.008336034626145405,-0.008252863168361935,-0.008284592624525744,0.00010785288262038506,0.01139056320884868,0.022584024547634307,1
2023-01-11,0.0016029066248843815,0.026105040485098208,0.030484569113404802,0.0023627031556903155,0.0005368935499137084,0.010575504725409246,0.01992385574428912,-0.017227289677670843,-0.0019314361941364933,-0.0015988742072932105,0.00544106807926692,-0.018355168066129357,-0.008097469167017923,0.02111228581112723,0.030238205703039478,0.058083825879343465,0.03505986146361906,-0.000751756906238521,0.0057827023950343115,0.011626869894454384,0.007431199437764047,0.00876726501610503,0.00805771601674965,0.0011246367988113626,0.015226290444014579,0.01846285901940048,0.00456821702684751,-0.0030814149561810833,0
2023-01-12,0.011149058298440373,0.002644590170259642,0.01265980727525462,0.03719234832005558,0.0025192926532231485,0.02331452041964477,0.014980129348610705,0.03243627628265888,-0.012901204544069844,-0.005031906919241713,0.0008234646704849968,0.01529859992783833,-0.0056420658672101665,-0.0005993028261706002,0.01162149497092102,0.0018929468094222024,-0.004261297573016631,0.028745668209458675,0.031873061839255756,0.016611477651974127,-0.0010024082912504229,-0.009033269547074063,0.036125786389573866,-0.012749251188899469,0.004600708303531542,0.005160719551754678,0.0068438226632132615,0.0,0
2023-01-13,0.012081257934087208,0.004062044201060155,0.018752407604907262,-0.03535369966815016,0.008753345079312025,0.005825224431138976,0.010974774516832042,-0.0006018186960996541,0.0035942802547443975,-0.0032757945263613975,-0.004584482572098092,0.001195886648695632,0.007142354138703011,0.010119285164466474,0.0030185713563413152,0.029915043601747016,0.010863620726600187,0.001974906082181649,0.023499747086106693,-0.0006184186330638886,0.025234880961076733,0.0033147011526604153,-0.004107579624020974,-0.0030720331633792286,-0.012306543123558056,-0.011295209141247375,-0.0025041919675015123,0.007212548455967971,0
2023-01-18,-0.001468082439962326,-0.011724381021424035,-0.008730318602867326,0.003136514994586781,-0.003399900781191234,-0.003466522199052413,-0.002371921373099495,-0.020340825639730276,-0.030317823187895,-0.01508490443648225,-0.022626595491579193,-0.021541791349369066,-0.026788235750701106,-0.005370207754514245,-0.018889189657001815,-0.006142675153973931,-0.0018620797926274246,-0.01728708977874005,-0.018359525591310044,-0.020543732598361064,-0.030042391075142727,-0.024721195604093804,-0.008707927070254251,-0.0252185388493944,-0.01822374784856806,-0.016213392337354637,-0.015874450885268954,-0.016037318754357544,1
2023-01-19,0.0092942401517353,-0.03957470035326738,0.010694494693261003,-0.000781754235085641,0.00042113596705495304,-0.015846453768022295,0.004755311870091816,0.00660035433975481,-0.0015047667215459803,-0.0013549324709183352,-0.014438956447163087,0.0022515200145309944,-0.021148130343789595,0.00044396047201100686,-0.01645382650562599,-0.01864654092151996,0.021180727754276374,0.023530059784450108,-0.03521909047766458,0.006418803966839137,-0.013326616341305497,-0.014271488889140871,0.0004039325744051858,-0.011595276538893473,0.017050280365983772,-0.002656234756825082,0.004328772039326356,-0.004206121667104545,0
2023-01-20,0.002237161897270301,0.013252449535827937,0.012199622870669558,0.017731530621708735,0.0033367572336886475,0.011388854526758863,-0.025402978568338508,0.033057748721923685,0.006028066984787639,-0.00465971861237513,-0.009323246286516595,-0.0014976815398127785,0.003861790789394748,0.019220870775277232,0.03574346482767288,0.03810845093076898,0.05341204145601819,0.023650397985223837,0.06406216505894968,0.018235826868232774,0.0024490469289879524,0.012317199432512194,0.044408527350894955,0.0014737921182548241,0.004872348910639035,0.02266666790877636,0.017694308132726766,0.015311304260997805,0
2023-01-23,0.0003633467415926628,0.0015239106027591376,0.0038126330992063195,0.0012811912557406657,0.0028793633886876613,0.011001862589558042,0.021355316129532564,0.030545432825233254,0.002496744394877126,-0.0025483550929791265,0.010388533698883817,-0.009249917756786519,-0.013429127189184542,0.023500391630011164,0.00982425192183256,0.002776315095798454,0.018057671157212685,0.0279832401191884,0.07590153404861821,-0.005204973372266886,0.016212703221295532,0.014942263132566858,0.021356820794576237,-0.004473714463028355,-0.0018696755832263712,0.006085953125631427,-0.0005795157728877287,-0.006760083741107814,0
2023-01-24,0.0035286435131927085,0.00700504031265381,-0.018255396263466284,-0.00716490413523907,0.0008481189095626007,-0.003072439525238835,-0.002320218512778194,-0.0064796902814604485,0.005313089753559819,0.0,0.014878781165935884,0.019933921248145303,0.005458757679786208,0.010063051324874728,-0.0022259286104515663,-0.012305137300550828,-0.02094415657761517,-0.0009075371459562609,0.0037511625586110764,0.00931175043217225,0.008596284428501466,0.0026640632604320036,0.0029330613529130467,0.009283284339773212,0.011918204837630286,0.0038037689183219037,-0.001293687970950086,0.0031413482330926445,0
2023-01-25,0.003774717754618351,-0.0013534922929696602,0.0002496477367603944,0.014948613060383309,0.0012739505666399253,0.004237783446558563,0.003732219164791273,0.008459039464491447,0.006275717950573911,0.0071295637899539965,-0.08712771868123204,-0.0022263949587038034,-0.0007051679817187129,-0.004700751647344403,-0.005908235750513469,0.008928577793566816,-0.025383633209616008,-0.011457485250551125,0.0030104136557815853,-0.005271877050235463,0.0048393534641930636,-0.0047544247181088295,0.019999919826314105,0.007264532864433848,0.0018309112152949947,0.006262866214330698,0.004511086261857589,0.06576197313966392,0
2023-01-26,-0.006233245358693185,-0.010874201526511418,0.010729888883082461,-0.004063112265517033,0.00311277903582563,0.002557419296452812,0.015273337869325498,0.057117496794457656,-0.001969475217205363,-0.0036575014425304087,-0.0024807196611501547,-0.0014877747228989602,-0.004021739361274146,0.01480330863998569,0.030713790817038955,0.02099198301215366,0.024154513223689555,0.04098963777014064,0.02478919420724801,0.04019070470060293,0.006181427776535964,-0.0009136985626976291,0.014613576777227077,-0.009945764091530807,-4.0667105048797225e-05,-0.013468097700771064,-0.0008446875235624818,-0.020568099059749212,0
2023-01-27,-0.00025918822576742606,0.009177496642827077,-0.016417748376528762,-0.012493498112966517,-0.0025275947466020243,-0.00038258161178639227,-0.0035776043818938064,-0.0034527333488664214,-0.00526220511412645,-0.003907703814704733,-0.01073297633736725,0.009188021163633042,-0.004109292564122069,0.013684260721302799,0.0006450756415379288,0.03043737760442866,0.01897055161508132,0.030142689973413184,0.028431303838792665,-0.01825742898671645,0.0024290925814305364,0.007665058417305248,-0.001458579505387081,-0.0035248410885151404,-0.013056330211746237,-0.008508946197262168,0.029949674881272426,-0.002499855276392071,1
2023-01-30,-0.0029554864896974564,-0.00773637569105301,-0.022339342024089492,-0.008520563555963312,-0.0021090037851332344,-0.011483950951735378,0.010630447365716833,0.0013982007659298912,0.002479541266681151,-0.03703272439973759,-0.00701242781127176,0.010088396704636127,0.0031300442136290574,-0.020077997376956924,-0.021961579036968826,-0.01652968356145279,-0.02445417356950519,-0.030842375013009904,-0.059071838874385496,-0.01773205789190946,-0.008480456157374805,-0.008025237524925566,-0.017801784359282147,-0.0008254937418622488,-0.0005348813275328768,-0.007779940608024227,-0.010110604581345606,0.010526097962271441,0
2023-01-31,0.0034323030329923565,0.03160019372939282,0.012451876786945704,0.01822899353001084,-0.0019097249254850235,0.0078741098618893,0.02335896263106929,0.01954465281755957,0.011213849635581807,0.00876544027776971,-0.005596278627714724,0.012667697799824573,0.009715857185816468,0.009020989312290562,0.021012590102357454,0.025658817736008643,0.01959983773793539,0.012987885691031043,0.019570171305588246,0.02157445650724532,0.005965443511786628,0.012100116542680617,0.008365066008718669,0.009086717035820868,0.027583762435903658,-0.00140126885822911,0.004844996636656385,0.010416796561063757,0
2023-02-01,-0.0008810319626199048,0.012092396722778842,-0.031190554061179654,0.020204621598218786,0.0009449341051008808,0.013575682108883269,-0.00027301886936403896,0.02292078755915883,0.000163033102895227,0.00917878098416458,-0.005226031845159351,0.0028865588637143613,0.005688912480799058,0.007900766859081143,0.019934640999762943,0.019586971068148662,0.016086701569702155,0.027857977600535655,0.07196584212196355,-0.010947424413022655,-0.002643700859752296,0.005560402801589426,0.008295744694585716,0.0031576378378215253,-0.004386988605192155,0.009390131243562028,0.0029971022032790895,-0.009327535863663194,1
2023-02-02,-0.005965348951511129,0.03566099179518001,-0.0069363484267731534,0.00025075357343662397,0.013986332519027034,-0.010234995171561012,0.010281249892116318,0.016412382116776092,-0.01712051418177485,0.0037592952423117776,0.018319136723604412,0.0033583064242721505,-0.007123521153832191,0.037062442297516096,0.04688452928104292,0.07379935352944922,0.07278693278838588,0.23282413088612963,0.036575445744818635,-0.031287958206522415,-0.0046564547833795045,-0.007257848142965373,0.0349209628499354,-0.00926788977048032,-0.05265605861312905,0.0022990593015690397,-0.00580323154744955,0.004955686147267935,0
2023-02-03,-0.027866212520694877,-0.0243973774527394,-0.03281494404188812,-0.00802022086535148,-0.009781939220090408,-0.0058725135041740595,0.0012990551590366106,-0.020613896225309958,-0.007465170783020669,-0.005617823805164623,-0.012301338053211208,-0.007650222145288765,0.0030950536418334895,0.02439971788138351,-0.023620752620662433,-0.08431497620839845,-0.02747353863646984,-0.011866313630999992,-0.028052837247702467,0.006927508477740485,0.015474247722250034,-0.01329895990164609,-0.022082891384039183,-0.005000970120294879,0.0025275553356829406,-0.002747057762677918,0.002483100532398863,-0.02218953753325903,1
