epoch,mi_estimate
0,-0.5940239826838175
1,-0.4402822057406108
2,-0.33424245317776996
3,-0.216573233405749
4,-0.17676102618376413
5,-0.11823222041130066
6,-0.0715623361368974
7,-0.05707864835858345
8,-0.03631118064125379
9,-0.02042257475356261
10,0.008719027663270632
11,0.018943074469765026
12,0.03420359517137209
13,0.04854712883631388
14,0.061763749768336616
15,0.07947790871063869
16,0.07865877946217854
17,0.10784496863683064
18,0.12031642595926921
19,0.14689024289449057
20,0.1290323014060656
21,0.1576552838087082
22,0.18652469416459402
23,0.1945375402768453
24,0.19682304561138153
25,0.2229249825080236
26,0.23813071846961975
27,0.23082789282004038
28,0.2627941270669301
29,0.31799302498499554
30,0.30298566818237305
31,0.3339693248271942
32,0.24744983514149985
33,0.31151603658994037
34,0.35589826107025146
35,0.33899972836176556
36,0.41381995876630145
37,0.42122159401575726
38,0.4030485451221466
39,0.4391079048315684
40,0.4366920093695323
41,0.4009234408537547
42,0.4323287904262543
43,0.4872793157895406
44,0.46957412362098694
45,0.5029930969079336
46,0.5208147565523783
47,0.43047813574473065
48,0.5231981674830118
49,0.4500330686569214
50,0.5555277069409689
51,0.5477502743403116
52,0.4991442759831746
53,0.5270208915074667
54,0.5349467297395071
55,0.5151504079500834
56,0.5585247079531351
57,0.6003865202267965
58,0.6223457256952921
59,0.617566188176473
60,0.5744085510571798
61,0.5504641731580099
62,0.6276666124661764
63,0.5280647178490957
64,0.6000125209490458
65,0.6296387314796448
66,0.5754589637120565
67,0.6067635416984558
68,0.699720044930776
69,0.5411377251148224
70,0.6531495451927185
71,0.6718395551045736
72,0.6743900378545126
73,0.6872911254564921
74,0.6704688668251038
75,0.6517718831698099
76,0.6946340401967367
77,0.5930944681167603
78,0.6949223677317301
79,0.683198869228363
80,0.5956303675969442
81,0.6996733148892721
82,0.6504033406575521
83,0.7235344052314758
84,0.7774125734965006
85,0.7072546084721884
86,0.7711261113484701
87,0.5926983455816904
88,0.7814562718073527
89,0.7449246446291605
90,0.763708253701528
91,0.7424322565396627
92,0.7570958336194357
93,0.8110549449920654
94,-0.0996491511662801
95,0.7592708071072897
96,0.6770554979642233
97,0.6277199188868204
98,0.6298336784044901
99,0.5333222051461538
100,0.6412340203921
101,0.6388648152351379
102,0.6264598170916239
103,0.5854309797286987
104,0.640602727731069
105,0.6522950530052185
106,0.6654004653294882
107,0.7145440379778544
108,0.7049992283185323
109,0.6880118449529012
110,0.6585525870323181
111,0.7135671973228455
112,0.7316537499427795
113,0.7246494293212891
114,0.6959509452184042
115,0.7749518553415934
116,0.7862173120180765
117,0.7890136440594991
118,0.7702114979426066
119,0.7655057311058044
120,0.8107761343320211
121,0.8221660256385803
122,0.8087625702222189
123,0.8034574190775553
124,0.7727515896161398
125,0.7579683661460876
126,0.8505632877349854
127,0.8079406420389811
128,0.8281833926836649
129,0.6674598256746928
130,0.7291108767191569
131,0.7905699412027994
132,0.7860474387804667
133,0.8520757953325907
134,0.7636940876642863
135,0.7454855442047119
136,0.8860658407211304
137,0.8250148693720499
138,0.8264196117719015
139,0.8850759069124857
140,0.8699723482131958
141,0.8032782673835754
142,0.8314998944600424
143,0.8216052055358887
144,0.8329737583796183
145,0.8159745534261068
146,0.8575964570045471
147,0.7065681020418803
148,0.8404526511828104
149,0.8398672938346863
150,0.8439276417096456
151,0.827102263768514
152,0.8895610570907593
153,0.8981055617332458
154,0.8025521039962769
155,0.906230092048645
156,0.9044801990191141
157,0.8267312049865723
158,0.7499977350234985
159,0.8073481321334839
160,0.8314250111579895
161,0.8665713866551717
162,0.8332645893096924
163,0.7587809562683105
164,0.9170268575350443
165,0.8557360569636027
166,0.856222669283549
167,0.9667108456293741
168,0.9940203229586283
169,0.8772664268811544
170,0.8937758207321167
171,0.9089776476224264
172,0.6770806511243185
173,0.8853861490885416
174,0.9560831387837728
175,0.8762573997179667
176,0.9098254243532816
177,0.9409946799278259
178,0.8423999150594076
179,0.9419194459915161
180,0.9453449845314026
181,0.9258928497632345
182,0.9539935191472372
183,0.9269406795501709
184,0.9544820785522461
185,0.9296026229858398
186,0.9220621784528097
187,0.919782022635142
188,0.9211867054303488
189,0.8502111037572225
190,0.9481220841407776
191,0.8585707743962606
192,0.8923705220222473
193,0.9330658713976542
194,0.872412900129954
195,0.9365705251693726
196,0.9944890340169271
197,0.8498260776201884
198,0.899196445941925
199,0.9278241594632467
200,0.9018636345863342
201,0.9308713475863138
202,0.9117400844891866
203,0.9551403125127157
204,0.7808278600374857
205,0.8939464688301086
206,0.9196842312812805
207,0.8035044471422831
208,0.8899881641070048
209,0.9367414514223734
210,0.9942420522371928
211,0.92140660683314
212,0.9954847296079
213,0.9693724513053894
214,0.8856037656466166
215,0.8883126179377238
216,0.966139038403829
217,0.9417298833529154
218,0.9292670488357544
219,0.9982038935025533
220,0.9473742842674255
221,0.965912938117981
222,0.3205793897310893
223,0.8979180653889974
224,0.9077277183532715
225,0.85076904296875
226,0.8945719003677368
227,0.8239747683207194
228,0.8092233538627625
229,0.9414317011833191
230,0.8373159964879354
231,0.8679343263308207
232,0.8929951588312784
233,0.8847614526748657
234,0.9157641530036926
235,0.9061614871025085
236,0.8846637407938639
237,0.8899938066800436
238,0.882786214351654
239,0.8862589995066324
240,0.925004780292511
241,0.9335782726605734
242,0.9484654664993286
243,0.8972907265027364
244,0.9853952328364054
245,0.945877194404602
246,1.0081917842229207
247,0.9256416161855062
248,1.0249750018119812
249,0.88977579275767
250,0.9870419303576151
251,0.9571745793024699
252,0.9228673974672953
253,1.0163755615552266
254,1.0461777249972026
255,0.9623399972915649
256,1.1096802353858948
257,1.0658961534500122
258,0.9906054337819418
259,0.7680040001869202
260,0.9105075001716614
261,0.9580519795417786
262,0.9327069322268168
263,1.0499430894851685
264,0.9774776299794515
265,0.9653016924858093
266,1.0045028726259868
267,0.9625911712646484
268,0.9757298032442728
269,0.989727775255839
270,1.031798740228017
271,0.976140022277832
272,0.9929759303728739
273,0.9318080941836039
274,1.0609811147054036
275,1.0496832132339478
276,0.9746245344479879
277,1.0470401446024578
278,1.0104698141415913
279,1.0297959645589192
280,0.9898520708084106
281,1.0116249918937683
282,0.9270703196525574
283,0.9327348470687866
284,1.0415469408035278
285,0.9807504614194235
286,0.8851797978083292
287,1.0881178776423137
288,1.0310859481493633
289,1.0058470765749614
290,0.9629518389701843
291,0.9302212794621786
292,0.9618726968765259
293,1.099828879038493
294,1.03096338113149
295,1.0275409022967021
296,1.1240744988123577
297,0.9032585620880127
298,1.0364748636881511
299,1.0005594491958618
